,Model,alpha,beta,epsilon,gamma,mu,R0,Rt
0,SEIRD,0.3278380698641922,0.12823632584849948,0.0064469981401733545,0.09578141358718521,0.017625285464984486,1.150430188821938,1.1307649981903434
